report_id,user_id,date,report_type,has_note,quality_adult,n_photos,location_choice
1c7f99da-996b-47a5-8c78-fd80cfedf161,608142c5-1bb6-4701-a6c2-7506358d2713,2020-10-30 01:48:38.158196+00:00,bite,False,n/a,0,current
692ff579-8aa5-43f9-8d17-7472c9967949,6174c174-dd72-4c74-970f-6849d2d22ba2,2020-10-03 16:38:08.427456+00:00,bite,False,n/a,0,current
5fc9a908-a8a4-4ce9-b9df-789faa6e45cb,e5150490-314a-4ac9-8af4-4aa10ebaa253,2020-10-06 01:30:07.652527+00:00,bite,False,n/a,0,current
1c8452b6-0368-4643-b900-4d9f7028b53b,326e2aa9-b705-48cb-82e1-4e4dbb3ffb2a,2020-10-08 14:17:21.637106+00:00,bite,False,n/a,0,current
dabd6a66-ac61-4e62-a21a-6e2bf1b4b2f0,0e3c2d29-541c-4816-a154-59c90ab75b79,2020-10-09 19:34:00.166639+00:00,bite,False,n/a,0,current
139fd544-216a-4ace-957d-ea0ae5184090,5d6ef3af-a4f3-4639-aa3d-0ace2751b4d3,2020-10-09 19:35:16.348397+00:00,bite,False,n/a,0,selected
e1c63bd8-d824-4609-b945-cbc70606dbca,5d6ef3af-a4f3-4639-aa3d-0ace2751b4d3,2020-10-09 19:37:03.237354+00:00,bite,False,n/a,0,current
d7696652-1c1b-41a3-88f9-3d9b532ab588,9c9cc36f-4cf4-4b3e-b091-aa0d1a0ef772,2020-10-17 20:15:36.799565+00:00,adult,False,False,0,current
662fcb4f-0556-4491-8b67-e7733af9ce4f,3f6bb806-01ab-4413-8be3-8d52ddaf58ca,2020-10-13 02:44:24.572759+00:00,bite,False,n/a,0,current
315940f1-fdc3-42b2-8f63-2bfcee797c2c,78d1f6c8-9cc5-469e-b643-8823eb058851,2020-10-15 14:32:42.338233+00:00,bite,True,n/a,0,current
66b22572-0f09-4685-af6a-7a82482cdd01,1604b3ca-1804-4d04-9006-2d9b0ede8638,2020-10-17 00:31:46.651321+00:00,adult,True,False,0,current
b9f73ecd-7a50-492b-bf7b-ee9983864b69,c8622aea-5bc6-4bf7-82a8-10007f6b5858,2020-10-18 02:54:58.441561+00:00,bite,False,n/a,0,current
752ffc31-39fd-410b-bbf3-3f1e4772d346,0833a940-7993-4759-8300-f42ec520fa4b,2020-10-20 00:08:28.843017+00:00,adult,False,False,0,current
f3cc54d8-68c4-466a-8a5c-8975cb09312e,bf310401-16b8-45e2-b5e8-ff213868edee,2020-10-20 18:11:08.176438+00:00,bite,False,n/a,0,current
b298e6be-b490-49b4-8de9-9e5d32db8750,905ebb5b-f126-4ba1-94f9-d410afd6ad4b,2020-12-20 17:30:37.110527+00:00,bite,False,n/a,0,current
6ad3197d-eaa3-4b87-8a5c-2ae907beec9b,f1276a59-09c0-4027-ac01-471254a91b85,2020-10-22 20:48:02.076198+00:00,bite,False,n/a,0,current
031b6397-d09e-4500-aeff-9bb639b3682a,9756da06-6c34-489d-a0fd-5fe3cb40ddb0,2020-11-02 05:36:16.418910+00:00,bite,False,n/a,0,current
57d61c4f-9899-47e6-96ef-3fdc453565a1,297974f6-7a52-4c6e-bbb1-3e6c629d5c1a,2020-11-12 00:36:42.094356+00:00,bite,True,n/a,0,current
da1900fd-4fac-4a53-bdae-69d333957f9e,ddaab2e7-3ed9-4211-9599-91f9082dad29,2020-11-15 23:53:06.178297+00:00,bite,False,n/a,0,current
0ceec9b4-fb66-4d37-8407-c110fd45208c,5e33bb9f-d4a4-4e81-9447-e7c5073840c3,2020-11-18 16:33:17.325203+00:00,bite,False,n/a,0,current
17aaac72-09ec-4a74-a229-f0e83000fe59,2263aec5-642a-4391-949d-7bf581fdf807,2020-11-19 20:33:14.176329+00:00,adult,False,False,0,current
62401eda-3289-44df-bb3d-249a4c00beeb,67e120d4-73fd-4c8b-809e-5cd2e83c4004,2020-11-20 13:23:10.069530+00:00,adult,True,False,0,current
3ad92c84-8cf3-45c3-8e58-dbd4f7c2b767,d0ec2b61-d76f-45e0-b560-8129221dbd53,2020-11-28 10:45:20.519738+00:00,adult,True,False,0,current
d3b6d0f2-bd30-4e58-855c-ab6b841e2082,b31e7699-77db-47ae-9c8b-708fe1303c9b,2020-12-01 16:43:03.852773+00:00,adult,True,False,0,current
c2832a92-6b01-4311-9933-a180a00ebb7e,5ca7fa82-e9db-481c-89fc-af37003c37e8,2020-12-08 00:30:01.536548+00:00,adult,False,False,0,current
784a1bc0-9eb8-4940-9366-bbe1237c82b9,2e696bdf-5f2e-45c6-8633-8795814f84c8,2020-12-09 00:39:03.210541+00:00,bite,False,n/a,0,current
8b03b95e-8058-433e-b426-9b9d918f5726,75038479-6aa4-4af4-b81a-a94c724e31ef,2020-12-08 22:11:43.148923+00:00,bite,True,n/a,0,current
2d035b1f-2148-4a4c-8eb9-52c9287c935e,5691732e-22c1-4775-a143-b380f45b18ca,2020-12-10 00:49:49.404494+00:00,adult,False,False,0,current
68d72e8d-1c6b-48f0-8e54-a6a7c67db8a3,8f471233-240d-41c0-a49d-8cd40a08daff,2020-12-09 19:05:50.582187+00:00,bite,False,n/a,0,current
b30ba614-0425-4fbc-9ec7-2a730a5d887c,ff6d96d8-8dba-4ffa-89d3-37137a96b776,2020-12-10 21:16:31.684570+00:00,bite,False,n/a,0,current
65b24201-b29e-4c3e-8523-56a90e5a22f2,0c4ae0f5-760d-42a8-a08c-1bce7d195f61,2020-12-12 16:30:13.540031+00:00,bite,False,n/a,0,current
1f219953-8b2e-47e5-b0ad-4956e64b8a18,e08f4b99-70bf-4e01-b922-f28b521e2840,2020-12-21 16:41:40.090182+00:00,bite,False,n/a,0,current
8fb68c42-a1ad-45b4-ab34-9604e8aaf32a,05936592-8792-4fb2-81e2-c0b85bf38873,2020-12-13 03:44:00.871181+00:00,bite,False,n/a,0,current
d1f23337-3bc8-4d09-a30f-cd0a6c398373,ababf29a-0180-40ea-aba8-a8ddd5aa8874,2020-12-13 22:06:41.233614+00:00,adult,False,False,0,current
4c5579c4-006a-40f2-b5dd-4efa586c41c5,7b7fd0dd-1da7-4cdb-a5ec-21deaaa0ed5e,2020-12-11 21:32:04.704431+00:00,bite,True,n/a,0,current
e3c89ef0-4eb2-4953-a04d-4d0b24727798,ea92b417-0777-4a37-a066-10f7ade66ee8,2020-12-14 17:57:07.663044+00:00,bite,False,n/a,0,current
69233b3d-b898-49b2-bf3f-9dc9c02a7a2b,bba12b07-d63e-41bf-873d-88903b982333,2020-12-15 13:55:10.124201+00:00,bite,False,n/a,0,selected
5a092d3f-8a21-4c61-a961-d9bba4e5111b,9a4f8c8a-0c6e-47d2-8563-9c9ba70195f4,2020-12-16 22:28:02.921953+00:00,bite,False,n/a,0,current
7920d9c1-569c-41ed-a532-69420babaaa1,95494a4e-9ec6-472a-8484-827ae8934525,2020-10-01 09:38:27.192308+00:00,adult,False,False,1,selected
3713c2be-f9b1-43c6-a513-c8493322b0cf,9c609549-3bbb-4abf-b572-10a9bb2f3e4d,2020-12-17 22:06:33.103539+00:00,bite,False,n/a,0,current
fe809b39-d7e4-4516-8a04-5adec4ac6ced,66e05665-6940-4fc3-a3f1-bd40797daa29,2020-12-19 03:16:30.595602+00:00,bite,False,n/a,0,selected
0151cd75-c8b0-4df5-9943-d00b08b81670,e208e6aa-a59a-4dd3-b843-0b2b52749fb9,2020-12-19 05:01:22.277823+00:00,bite,False,n/a,0,current
9af2102b-f5da-4541-8ed3-fa60efda13c7,3ff36774-81ca-470b-9ee5-341dccdc7ced,2020-12-20 01:10:50.736316+00:00,bite,False,n/a,0,current
a2b1b7d0-2f97-469b-8e7a-a0b5315c484e,5a8def6a-cf0e-4233-802e-66c43771f26a,2020-12-20 02:10:55.423978+00:00,adult,True,False,0,current
beb39b0e-c81e-485b-a625-e4a7951324c7,6af93f20-2b9a-406d-a55c-b7400c4bc07a,2020-12-21 09:54:17.538726+00:00,bite,False,n/a,0,current
055fe80a-ba3c-4c7a-8af8-9d7ec079168b,01d42ca4-75ce-4104-a8bf-ca0c6befafef,2020-12-23 01:35:57.048914+00:00,bite,False,n/a,0,current
ae0296af-b306-4513-bd40-2201efe79c06,baed558b-c65e-425f-9049-be38a5fd6c4f,2020-06-22 10:07:13.950000+00:00,adult,False,False,2,selected
36df64c7-bddc-4b09-9343-94cbb365dbff,f8aca4f4-762c-4b2d-a795-1d297db0e597,2020-08-22 11:52:45.100000+00:00,adult,True,False,1,current
8d2387ad-f9c7-412a-95d4-57144b529a39,b97691a6-2d76-4ffc-b392-84eed2d9ae94,2020-11-03 08:00:07.339882+00:00,adult,False,False,1,current
49f0cac2-2753-4b93-ba14-6c6a4cceec3c,9cdd41ef-5318-4976-9fcb-7654d5e817b9,2020-11-06 01:43:46.458909+00:00,bite,False,n/a,0,current
4dd7c08e-9713-40e3-95e0-f6fba8e757fa,6f67ba07-2285-45d3-a75e-d5759e54a111,2020-08-30 02:45:16.480000+00:00,adult,True,False,1,selected
e37d914d-cf80-4a76-8a65-01ad915818aa,25368a39-4db8-4179-af0b-f00a49281a1a,2020-10-08 15:55:46.573359+00:00,adult,False,True,1,current
2E9D217C-08FD-4A78-BE98-76469A42502B,6B2F4E38-5620-4788-9AD6-0331F9BA2F67,2020-08-25 06:45:08.492000+00:00,adult,False,False,7,current
82853ac3-64e4-4d82-85a4-a4d4cec884c6,758cfd22-bf1d-4d52-8bb3-d3a1f4c65b10,2020-11-15 18:40:35.828715+00:00,adult,False,False,1,current
93432ca2-1c02-4030-9407-3748c147acc4,f276c329-10e4-407d-b6cc-1e8da247b379,2020-12-17 22:48:58.890256+00:00,adult,True,False,0,current
d9bed8df-25b6-4b58-8ded-c828c81d10da,5625dedf-fdb9-43e2-ae8a-969da11fa093,2020-12-19 16:42:14.353926+00:00,adult,False,False,0,current
ff3a7db2-a32a-4275-9f76-3305edc41777,449126ee-717b-4b3f-bfda-4153b1cc217d,2020-11-12 22:16:24.788566+00:00,adult,False,False,0,current
d82755b1-6e27-461e-b75a-844a02e0aac5,2dec48a9-a1f9-49fa-9676-c23fb0cd6b0d,2020-11-25 12:13:22.615207+00:00,adult,False,False,0,current
09122c3a-175d-4e03-a785-3e79caea4447,978e0ed8-20c7-45e8-92b8-45afab113444,2020-11-27 21:09:59.014373+00:00,adult,True,False,0,current
4f73d930-b9c6-4dd3-a0f8-e109b4882025,efd9c378-ab86-49c6-9c1d-a221f84374f0,2020-12-13 18:34:15.302384+00:00,adult,True,False,0,current
4da164f1-54d8-421d-acef-2fa2a66cf72c,8828b66e-fad4-4470-8d1f-d1ca72c1047c,2020-11-28 03:18:45.538297+00:00,adult,False,False,0,current
22f96e62-674b-4414-85b6-ff722ac5684f,2120a4d6-6e79-4688-838b-f4308cc53cf0,2020-12-13 02:24:58.664450+00:00,adult,True,False,0,current
c066f87a-8b32-4bb6-ae1f-7dfcd566e78b,6f1eefa3-ee1b-46fe-a2d3-e866fed4a1a5,2020-11-13 13:11:47.482487+00:00,adult,False,False,0,current
67e4ff1b-3c9c-490f-849f-bb7ab005c4cd,7d883476-ca54-43f5-a891-ea1b7d098328,2020-11-28 22:23:06.771281+00:00,adult,False,False,0,current
0257302c-ad8f-4fd4-a24c-b60a1bf33f92,f97a7c43-0227-49e6-ac6d-0362d70355fb,2020-11-28 22:20:04.004123+00:00,adult,False,False,0,selected
28a8b47f-587b-490d-9896-9df373f9546c,87b8874e-9f7c-4448-938a-77aa5ec49d7c,2020-11-29 16:58:48.943552+00:00,adult,False,False,0,current
233672b4-1693-4374-9b3b-5f5cb0136bd7,b43bd63c-16bd-4709-97f7-77c40246d889,2020-12-01 03:16:39.085334+00:00,adult,False,False,0,selected
b4b3d0b2-5302-477c-9710-66810451f633,48eb246c-304a-49bb-8ae9-2e74b2dd3802,2020-11-30 21:46:06.862522+00:00,adult,False,False,0,current
3e90f8c4-657f-4036-94b7-fa3139fe482c,b5699c85-feaa-480f-9edf-23f60ce06991,2020-12-01 10:03:12.565854+00:00,adult,False,False,0,current
d5abdc02-f7e8-4e1b-8b62-fcee17ac7730,e6f1cfd6-42d5-4718-9636-00e409048cb1,2020-12-29 00:06:46.312496+00:00,adult,True,False,0,current
9d8ba774-5c7a-4ffe-a74e-14873b4274a4,d5c57972-8ee6-42c5-894b-859d0345b2cb,2020-12-30 15:56:49.095515+00:00,adult,False,False,0,current
976da938-3239-4c2f-bee5-c1776670b7b1,bbac41d9-1d90-4635-83ab-b19a402bc394,2020-12-01 00:08:37.824538+00:00,adult,False,False,0,current
35dc208f-17c1-4e78-aeb4-a1b980e9d158,6006c31d-a1a5-4685-b974-648054390f4a,2020-12-01 23:03:51.575486+00:00,adult,False,False,0,current
3cdc43ac-50ea-44b6-806e-57dea5810e3a,13422f4a-c216-41e0-8ffb-3a807d3a42e1,2020-12-02 02:16:02.935804+00:00,adult,False,False,0,current
fe534ae8-31b7-428c-9e7f-187ffa90e574,7bbc40ab-196b-42ac-999a-a3d84688a662,2020-12-07 10:17:16.730397+00:00,adult,True,False,0,current
67485990-3fc5-4246-b602-fd9a7ae61f71,1160485b-a369-4704-b2a3-11e5e1812074,2020-12-03 23:50:22.427321+00:00,adult,True,False,0,current
95126b6d-6cb6-46fa-9f2c-fe55f5ddc474,149ea413-1818-4922-838b-1b7614010785,2020-12-04 21:43:12.196378+00:00,adult,False,False,0,current
3d2e72b6-3c69-4ae4-affd-5217ccd5fdda,574fbf1d-5f18-40bb-a1ee-f7a886361d2e,2020-12-09 23:31:34.685742+00:00,adult,False,False,0,current
0c19b82f-aed2-4bd8-bf47-014eb6e61669,c03a8aa9-c86e-4755-97f1-89c667dd1a69,2020-12-10 01:02:38.247631+00:00,adult,True,False,0,current
69ce3e64-c20f-4868-9c50-107a0cd0879d,53bcadb2-cb4e-4589-85d8-933429c32c67,2020-12-11 00:56:25.814157+00:00,adult,False,False,0,current
075461f3-9a53-4011-a495-ae84cf20df6c,0f14918d-b5be-451f-a67c-4e00e704b3d3,2020-12-12 20:56:31.018332+00:00,adult,True,False,0,current
0f55275b-3766-4a92-a4a6-86510f0bd2b2,0b88f60c-5556-45df-a4e9-4d6d4ff3ca23,2020-12-12 03:18:20.314406+00:00,adult,True,False,0,current
4cf0e3e2-995c-492b-8510-18ac8318b120,3da27378-209d-4859-8697-4fd144e3a2c8,2020-12-19 17:39:33.316774+00:00,adult,False,False,0,current
5886c413-81f1-4435-9a19-caf5da3a9adf,c82d1f6c-4ae0-4db2-93e5-dec8b41689eb,2020-12-20 20:26:13.700373+00:00,adult,True,False,0,current
897b8a0d-840c-4a90-961a-bee4fca0358d,3ee32d67-87e0-4cca-af8c-89f5fdf2df11,2020-10-31 18:54:01.297883+00:00,adult,False,False,1,current
ca7a6a06-a765-436e-9fd7-58c6d920a1d2,9705a98e-f1db-4acd-a944-cc048156d7b8,2020-12-02 05:39:55.964677+00:00,adult,True,False,1,current
6825665d-10a1-4d82-8048-d10677d1db71,8e3c7c7f-2376-43a9-a1c8-c2120df6052a,2020-12-02 20:36:43.263016+00:00,adult,True,False,6,current
0731f396-95e6-4a1e-8244-9c560d92c5a3,fd00a49a-cf7c-4941-a865-998dbbe07d3b,2020-10-04 10:32:34.241361+00:00,adult,False,False,1,current
b5e54e7d-09ed-481f-bbd8-9b44b646b925,3ac94058-59fd-42fe-90a0-af549809381a,2020-12-14 22:19:01.674442+00:00,adult,True,False,1,current
4340ebd9-cfb6-4648-86f2-807f6606a00f,9a1ea5ed-d4a4-422c-ba67-c2cd62ddf93e,2020-12-15 01:11:25.701122+00:00,adult,True,False,1,selected
47d4727a-7800-4638-8cf1-df7f8b1d89f2,f0bf51a4-2ef6-4645-98e7-a1fd95c4bcfc,2020-12-17 23:37:58.535285+00:00,adult,True,False,1,current
c3055b08-b6fd-4390-827e-c3945ba68e5f,dffb3ae1-8f1f-466f-b836-83cf81ec9cbe,2020-12-19 20:10:27.871873+00:00,adult,True,False,2,current
63b20431-873f-4e09-9593-cb3641a48913,021e3d8c-60e5-4d38-9111-9cac9d9b2c93,2020-12-20 07:10:13.370422+00:00,adult,False,False,1,current
672e9a46-3b6b-4b84-8aa9-c3ca1954a2b6,b75cf4a9-e1c2-4409-b413-71bba8e2b82f,2020-12-20 20:24:52.359252+00:00,adult,False,False,1,current
ec6eb29c-2154-419e-be40-14e71f09edc4,758fd5f6-6b0a-4479-948b-1892f3b5afff,2015-10-20 14:07:38.579000+00:00,adult,True,False,0,current
D6235523-8A76-42C3-9254-0DD6EB78C5DE,4B345CC7-40D4-478A-AD44-62CFFF4EE652,2015-08-25 19:32:08.871000+00:00,adult,False,False,0,current
6755a200-968c-4d52-a973-84ec0b97b26b,c2c80ef1-3efa-4f8c-9e1b-ae6bfb25522f,2020-11-03 20:02:47.524298+00:00,adult,False,True,2,current
473A75AF-EC0C-46E9-83BF-279ABE6739EB,0BDAC209-D502-443A-84C9-5CF271827812,2015-10-25 00:03:59.681000+00:00,adult,False,False,0,current
4e00602f-4348-4100-8bf3-aebadaf38e60,938b8da5-f0fb-418c-8132-0743309d178c,2015-08-26 05:14:47.451000+00:00,adult,False,False,0,current
572df6c0-1a7a-496f-999a-82f05f90061f,03a092d0-0dcd-447f-8346-900a54a54891,2015-08-08 16:46:17.800000+00:00,adult,False,False,0,selected
B5E646CC-C5AA-4A1D-9095-4B0705ED220E,B217A665-D851-4E5B-9DCE-04891B159198,2015-12-31 07:58:00.417000+00:00,adult,False,False,0,current
ab7ea9ea-d270-475a-b936-787434002d3a,1e2caaef-9bf5-4843-9ab6-7542996c9c23,2014-06-27 01:45:39.530000+00:00,adult,False,False,0,current
6d3213a4-20a2-4229-ac84-3d01effbde13,1e2caaef-9bf5-4843-9ab6-7542996c9c23,2014-06-27 01:46:22.565000+00:00,adult,False,False,0,current
d5d897b7-09e4-4b66-8478-cadc0207d409,bbcd5516-bdeb-4e44-a9ec-0018daaf2eb5,2020-12-28 15:39:03.286971+00:00,bite,False,n/a,0,current
d973b7c3-2818-4a37-b6e5-f929665408b3,cd19800e-e949-4dbb-a52c-4f2b731cd2e7,2020-12-27 01:11:32.101860+00:00,bite,False,n/a,0,current
a4bcc274-5a73-48b5-8d67-9dd1a60bb778,972e036f-3049-4f4b-aed9-6a285d846d42,2020-12-28 12:01:58.176497+00:00,adult,False,False,0,current
3a6efbef-4c9c-4b57-b041-f7765ee829f5,2887b6b9-a7de-47af-bfa2-f1dd18ba4b4c,2020-12-26 20:47:54.173792+00:00,adult,False,False,0,current
9f613095-dae9-4ff5-98ad-dfdadb1dd28b,b736d29d-383e-476c-94be-fa6d04467784,2020-10-29 11:54:29.565558+00:00,bite,False,n/a,0,current
98b2603a-5c25-4b33-a2f8-4b5abdbf82bd,fa9ae8b3-0897-4887-93c7-c0d76237a22e,2020-11-04 22:24:05.827796+00:00,bite,False,n/a,0,current
b9707162-81dc-40a9-8e91-37f6601cbca7,69a1beae-f011-4966-9718-70eb20f8b367,2020-12-03 01:25:36.635765+00:00,bite,False,n/a,0,current
e2518861-5edb-4b79-832d-5480da9974bb,3b19d709-f8dc-4a95-a6a9-24c38ded843c,2020-11-04 21:16:32.842485+00:00,bite,False,n/a,0,current
CEE5380F-D27A-406F-995D-D9E440EDFE07,970B1E26-6E72-4398-B197-2C1850053110,2014-06-27 03:45:06.287000+00:00,adult,True,False,0,current
f5b28391-0438-4cb0-bfd7-199b80e1141f,4ef7c051-f017-48bc-bf3c-4285b95fb6e6,2020-12-29 18:37:57.253389+00:00,adult,True,False,0,current
65a2ddcb-e81d-44c5-a876-926a2ab2cb41,689c0193-516a-45dd-9f76-d00c6382dba5,2020-12-29 22:46:56.315079+00:00,adult,False,False,0,selected
003bcef0-ae85-42fc-913e-9733e69a6bee,653553cc-eaed-461e-9c3c-0f3a96b410f9,2015-08-13 03:05:47.560000+00:00,adult,False,False,0,current
633f089e-287b-479e-a042-576d48d504ed,bba12b07-d63e-41bf-873d-88903b982333,2020-12-15 13:56:51.897559+00:00,adult,False,False,0,selected
7d81638a-463e-42c6-ae21-80f343e7a0ce,08548a82-016b-4df2-adea-db2b5ae7c3c7,2020-12-01 14:29:16.839108+00:00,adult,False,True,1,current
3ca709d3-6ea6-4177-89cd-7eda50173f13,85a93a62-73cc-4cbc-8933-0afc99cc54d6,2014-07-01 20:05:58.640000+00:00,adult,False,False,0,selected
ecb9806a-a0df-4532-b2ac-0375e8d5ed50,a0eb9afb-0cac-4f27-94cd-db2e735334e7,2020-12-15 21:52:16.308605+00:00,adult,False,False,0,current
823a2a01-172b-4339-81f0-6d7e03bebb5b,c81359ba-7ad4-4f89-b16e-1deb70b657b1,2014-07-02 11:33:16.167000+00:00,adult,False,False,0,selected
3fb93bc9-bd6a-4110-9cab-4e491a401f68,53f9559d-9a2c-4dda-aa7c-ac84e4163d31,2020-12-31 01:48:39.885950+00:00,adult,False,False,0,current
67f70d1a-d018-476f-a754-39fe76138ffe,b0dcae6d-bbaf-4193-9194-66818a9821d2,2020-10-15 04:07:28.613567+00:00,bite,False,n/a,0,current
96d676d1-bbda-4523-8be4-9bced0c91442,6e8346cb-2190-4bf1-ab0c-95e263362fd6,2020-12-11 13:11:59.063899+00:00,bite,False,n/a,0,selected
17c56dcf-c68f-49e0-a3df-e9c6b94d79f5,410b50f9-ecaa-4a71-b05d-ca4349658cf3,2020-11-05 15:46:01.809176+00:00,bite,False,n/a,0,current
f1b82bea-1af3-4d41-9a5a-b22f1c8c6333,4a347ac6-a305-4417-bbc8-3d37ac36859b,2014-08-01 07:22:04.249000+00:00,adult,True,False,0,selected
52F09E1F-7420-4E9F-B5F3-722BF2486A94,CFD78495-06FB-4DC9-BB05-5355A0C64B83,2015-08-05 03:57:47.442000+00:00,adult,False,False,0,selected
544e72e2-1f3a-4b15-9801-3e7773c39476,f86b9a20-581c-41fc-951d-85c0746f54a4,2020-10-04 22:34:59.279647+00:00,adult,False,False,0,selected
2474411b-7587-4ea8-aea5-0b86d6e058c6,c9a14c45-f2cb-4e2c-9958-5c52437c0656,2020-10-11 20:12:50.432920+00:00,adult,False,True,1,current
98FD1ED8-DF19-4247-B857-D76267EEB654,86844871-6AA6-45AF-8CDF-0FDA1ACEA738,2015-11-21 03:53:31.882000+00:00,adult,False,False,0,selected
536f8479-14e0-4f35-881e-c51347088504,c36fffc9-699f-4ecf-b00d-15f35e22924c,2015-10-09 14:37:11.770000+00:00,adult,False,False,0,selected
d0c4f7ae-ceb4-4952-83b6-0ab9c01e19a3,dd7e9ac3-0b8b-41a6-9045-be5c98f9974c,2015-08-14 02:53:28.270000+00:00,adult,False,False,0,current
d4e4c9cc-f49a-4fa5-81ad-b153c0c69f38,2459b41a-11a5-4824-ad91-69d0f006d081,2015-08-12 11:12:08.820000+00:00,adult,True,False,0,selected
58b54fd4-99cf-40a7-87ce-57183c2924f7,86c80e07-85a2-4bea-a075-cd58eb703382,2015-11-10 08:36:27.609000+00:00,adult,False,False,0,current
52ab5c82-b5cd-4dc3-bbbb-5b079d6af3a1,7e1d79f7-2c89-4da1-9ce9-d1d4bc368504,2015-10-25 08:02:54.675000+00:00,adult,False,False,0,current
1773db05-7f1e-4b3f-abc6-8dbba6b5488a,c6660114-b1b9-4d81-881b-acc281c7b3ac,2020-10-09 19:40:55.888020+00:00,bite,True,n/a,0,current
d81905db-fccf-4a89-ac74-836149d26f90,bcd3e205-4fe1-4aff-af7a-39bce5a12d69,2020-10-09 20:17:50.873321+00:00,adult,False,False,0,current
BE74BCF7-9622-49C9-A8B7-36D6BF5C9832,CC218C81-077F-415E-A145-ADCD0A6B3DF0,2019-10-01 00:00:45.532000+00:00,adult,False,False,1,current
95358282-5d12-49d1-81ac-88b5fc7d55b0,c07351c9-95d8-4fe8-90cf-04ffb8fc8a2d,2020-10-09 21:36:34.110840+00:00,bite,False,n/a,0,current
0eac415c-5435-4a0e-867d-875ed16f83fb,8a062493-d198-43d6-9b94-5d6113737e2b,2020-10-09 15:38:34.097915+00:00,bite,True,n/a,0,current
fe74c893-8448-4d89-b6ee-3ec2197fddd3,c8b59f69-0273-43e2-b508-3c2e1333ff92,2015-08-15 01:56:30.396000+00:00,adult,False,False,0,current
dae6feca-adb1-48a3-9f58-28aa5955b98e,4b42870d-4448-4c06-9e43-6d8b2ac06057,2020-10-09 21:09:36.233782+00:00,bite,False,n/a,0,current
